=== Unique GPU telemetry hosts for concurrency=4 ===
     92 nid008560
     88 nid008561

=== First telemetry rows ===
host,timestamp,gpu_index,uuid,name,memory_used_mb,memory_total_mb,gpu_util_percent,power_watts,temp_c
nid008560,2026/05/03 15:27:12.114, 0, GPU-54819be7-1194-d7c8-6144-290abb9c31bd, NVIDIA A100-SXM4-80GB, 34769, 81920, 0, 94.32, 32
nid008560,2026/05/03 15:27:12.125, 1, GPU-8050c628-f086-6a63-afa4-011f4ba35042, NVIDIA A100-SXM4-80GB, 34769, 81920, 0, 95.48, 30
nid008560,2026/05/03 15:27:12.136, 2, GPU-4602a243-1af5-6ed0-97ea-b3aadf6a0de5, NVIDIA A100-SXM4-80GB, 0, 81920, 0, 65.67, 29
nid008560,2026/05/03 15:27:12.147, 3, GPU-9c51f41c-c484-72dc-0f00-b52442c10eed, NVIDIA A100-SXM4-80GB, 0, 81920, 0, 61.73, 28
nid008561,2026/05/03 15:27:13.115, 0, GPU-046d6a3f-5ea7-4021-4d8b-05bb51db829c, NVIDIA A100-SXM4-80GB, 73839, 81920, 0, 93.21, 32
nid008561,2026/05/03 15:27:13.118, 1, GPU-d2377047-2a9b-0334-b802-a81ee53fa3e8, NVIDIA A100-SXM4-80GB, 72673, 81920, 0, 95.65, 30
nid008561,2026/05/03 15:27:13.120, 2, GPU-cc2df889-0529-caa2-4f60-b8f58554f0d5, NVIDIA A100-SXM4-80GB, 72673, 81920, 0, 91.25, 31
nid008561,2026/05/03 15:27:13.122, 3, GPU-c25d3ace-c6ec-45a5-d035-12b4951aa97c, NVIDIA A100-SXM4-80GB, 74321, 81920, 0, 94.43, 30
nid008560,2026/05/03 15:27:16.110, 0, GPU-54819be7-1194-d7c8-6144-290abb9c31bd, NVIDIA A100-SXM4-80GB, 34769, 81920, 0, 94.32, 32
nid008560,2026/05/03 15:27:16.112, 1, GPU-8050c628-f086-6a63-afa4-011f4ba35042, NVIDIA A100-SXM4-80GB, 34769, 81920, 0, 95.37, 30
nid008560,2026/05/03 15:27:16.113, 2, GPU-4602a243-1af5-6ed0-97ea-b3aadf6a0de5, NVIDIA A100-SXM4-80GB, 0, 81920, 0, 65.75, 29
nid008560,2026/05/03 15:27:16.115, 3, GPU-9c51f41c-c484-72dc-0f00-b52442c10eed, NVIDIA A100-SXM4-80GB, 0, 81920, 0, 61.80, 28
nid008561,2026/05/03 15:27:17.088, 0, GPU-046d6a3f-5ea7-4021-4d8b-05bb51db829c, NVIDIA A100-SXM4-80GB, 73839, 81920, 0, 93.21, 32
nid008561,2026/05/03 15:27:17.091, 1, GPU-d2377047-2a9b-0334-b802-a81ee53fa3e8, NVIDIA A100-SXM4-80GB, 72673, 81920, 0, 95.78, 30
nid008561,2026/05/03 15:27:17.092, 2, GPU-cc2df889-0529-caa2-4f60-b8f58554f0d5, NVIDIA A100-SXM4-80GB, 72673, 81920, 0, 91.25, 31
nid008561,2026/05/03 15:27:17.094, 3, GPU-c25d3ace-c6ec-45a5-d035-12b4951aa97c, NVIDIA A100-SXM4-80GB, 74321, 81920, 0, 94.32, 30
nid008560,2026/05/03 15:27:20.110, 0, GPU-54819be7-1194-d7c8-6144-290abb9c31bd, NVIDIA A100-SXM4-80GB, 34769, 81920, 0, 94.32, 32
nid008560,2026/05/03 15:27:20.112, 1, GPU-8050c628-f086-6a63-afa4-011f4ba35042, NVIDIA A100-SXM4-80GB, 34769, 81920, 0, 95.09, 30
nid008560,2026/05/03 15:27:20.114, 2, GPU-4602a243-1af5-6ed0-97ea-b3aadf6a0de5, NVIDIA A100-SXM4-80GB, 0, 81920, 0, 65.75, 29
